id,categoria,numero,enunciado
75,teoria,75,"¿Por qué se considera que las interfaces favorecen el desacoplamiento de código?"
76,teoria,76,"¿Puede una clase en C# heredar de múltiples clases padre simultáneamente?"
77,teoria,77,"¿Puede una clase en C# implementar múltiples interfaces?"
78,teoria,78,"¿Qué es una propiedad con la sintaxis '{ get; set; }' sin cuerpo explícito?"
79,teoria,79,"¿Para qué sirve definir el modificador 'protected set' en una propiedad de una clase base?"
80,teoria,80,"¿Qué representa la palabra clave 'const' al declarar un atributo dentro de una clase?"
81,teoria,81,"¿Qué es el Model Binding en Minimal APIs de .NET?"
82,teoria,82,"¿Qué ocurre si un cliente envía un tipo de dato incompatible al esperar un entero en un Route Parameter en Minimal APIs?"
83,teoria,83,"¿Cuál es el propósito del archivo de entrada Program.cs en la arquitectura de Minimal APIs?"
84,teoria,84,"¿Qué diferencia a las Minimal APIs respecto a la arquitectura tradicional de Controladores en ASP.NET Core?"
85,teoria,85,"¿Cómo se define un parámetro de ruta opcional o nullable en C# dentro de la firma de un endpoint?"
86,teoria,86,"¿Qué clase o tipo de retorno se utiliza en C# para trabajar de forma asíncrona dentro de Middlewares o endpoints?"
87,teoria,87,"¿Qué hace la palabra clave 'async' en la definición de un método o expresión lambda en C#?"
88,teoria,88,"¿Qué permite hacer la palabra clave 'await' dentro de un método asíncrono?"
89,teoria,89,"¿Qué ventaja ofrece el tipado fuerte de C# en el desarrollo de Web APIs frente a lenguajes dinámicos como JavaScript?"
90,teoria,90,"¿Qué representa el Virtual DOM en bibliotecas del lado cliente como React y cuál es su objetivo?"
91,teoria,91,"¿Qué es JSX en React y cómo se relaciona con JavaScript?"
92,teoria,92,"¿Qué Hook de React permite almacenar y actualizar el estado interno de un componente?"
93,teoria,93,"¿Qué Hook de React se utiliza para gestionar efectos secundarios como la petición de datos a una API externa?"
94,teoria,94,"¿Cuál es el propósito del array de dependencias en el Hook useEffect de React?"
95,teoria,95,"¿Para qué se utiliza 'event.preventDefault()' al procesar el envío de un formulario en React?"
96,teoria,96,"¿Cómo se transfieren datos o funciones desde un componente padre hacia un componente hijo en React?"
97,teoria,97,"¿Qué herramienta o empaquetador moderno se menciona en la guía para crear proyectos rápidos de React?"
98,teoria,98,"¿Qué comando de terminal se utiliza para instalar las dependencias de un proyecto Node.js/React recién creado?"
99,teoria,99,"¿Qué método de JavaScript/React se utiliza comúnmente para iterar una lista de objetos y renderizar elementos JSX?"
100,teoria,100,"¿Qué rol cumple la API nativa 'fetch' en las aplicaciones web cliente?"
