id,categoria,numero,enunciado
14,primera_vuelta,114,"Extender las consultas de Express usando operadores Op.like u Op.iLike de Sequelize sobre varias columnas, recibir parámetros page y limit, y crear en React una barra de búsqueda con debounce que envíe el token JWT y renderice la lista paginada con controles de navegación."
15,primera_vuelta,115,"Crear el modelo Address (relación 1:N con User) con la marca isDefault, crear el CRUD en la API de Express validando que solo el dueño del JWT pueda modificar sus direcciones, y diseñar en React el formulario para agregar y seleccionar la dirección predeterminada durante el checkout."
16,primera_vuelta,116,"Crear la tabla Rating con restricciones de unicidad (userId + productId), exponer la ruta en Express que calcule el promedio de puntuación con funciones de agregación de Sequelize, y programar el componente de estrellas en React indicando si el usuario ya votó."
17,primera_vuelta,117,"Añadir el campo themePreference al modelo de usuario en Sequelize, crear un endpoint en Express para actualizar la preferencia mediante JWT, y sincronizar la respuesta de la API con el estado global de diseño en React (Contexto o Redux) al iniciar sesión."
18,primera_vuelta,118,"Agregar campos booleanos al modelo User (emailNotifications, pushNotifications), incluir en Express una ruta PATCH /user/settings validada con JWT para modificar de forma parcial estos valores, y crear una pantalla de ajustes en React con controles tipo toggle."
19,primera_vuelta,119,"Agregar el campo language ('es', 'en') en el modelo de Sequelize, incluir este valor en la firma del JWT o en la respuesta del perfil, y configurar en React un sistema de i18n (internacionalización) que cambie automáticamente el idioma según la respuesta enviada por Express."
20,primera_vuelta,120,"Crear el modelo Document con estado de validación ('pending', 'verified'), implementar en Express la recepción de archivos mediante Multer relacionándolos al userId del JWT, y construir en React el panel de carga de archivos con barra de progreso."
21,primera_vuelta,121,"Crear el modelo GalleryImage con un campo order entero, implementar un endpoint PUT /images/reorder en Express utilizando transacciones de Sequelize (sequelize.transaction), y permitir en React que el usuario reordene sus imágenes guardando los cambios en la DB."
22,primera_vuelta,122,"Añadir las columnas planType y planExpiresAt al modelo User, implementar un middleware en Express que compare la fecha actual con la expiración del plan al intentar consumir recursos premium, y renderizar banderas/banners descriptivos en la UI de React según el estado de la suscripción."
23,primera_vuelta,123,"Crear una tabla UsageLog o añadir contadores en el modelo de usuarios, implementar lógica en Express para rechazar peticiones si se excede el límite del plan del usuario (leyendo el JWT), y notificar en React mediante un modal de alerta indicando que alcanzó su límite."
24,primera_vuelta,124,"Agregar las columnas termsAccepted (booleano) y termsAcceptedAt (fecha) al modelo User de Sequelize, validar en el endpoint de registro/login de Express que dicho valor sea true, y exigir en React la aceptación obligatoria de los términos con enlace modal durante el registro."
25,primera_vuelta,125,"Crear los modelos Coupon y UserCoupon, implementar la ruta en Express que aplique la validación del cupón (vigencia, usos máximos e historial del usuario obtenido del JWT), y actualizar el resumen de compra en React mostrando el desglose de precios."
26,primera_vuelta,126,"Crear la relación muchos a muchos entre User y Product en Sequelize, implementar los controladores de Express para agregar/quitar elementos de la lista de deseos mediante token JWT, y añadir el ícono de 'Guardar en Favoritos' en la tarjeta de producto dentro de React."
27,primera_vuelta,127,"Crear la columna pendingEmail en el modelo User, validar la contraseña actual mediante bcrypt en Express antes de guardar el nuevo correo y enviar un token de confirmación, mostrando en React los campos necesarios para solicitar y confirmar el cambio."
28,primera_vuelta,128,"Agregar el campo booleano mustChangePassword al modelo User, detectar este flag en Express tras la autenticación con bcrypt y retornar un estado especial en el JWT/respuesta, obligando a React a redirigir al usuario a una ruta protegida de cambio de clave."
29,primera_vuelta,129,"Crear un endpoint en Express que recopile la información de los modelos asociados al userId (obtenido del JWT) y devuelva un JSON estructurado, e incluir en el área de usuario de React un botón que gestione la petición y dispare la descarga del archivo."
30,primera_vuelta,130,"Guardar la columna lastActivityAt en Sequelize, actualizarla en Express mediante un middleware global para usuarios autenticados por JWT, y configurar en React un temporizador (timer) en el frontend que solicite re-autenticación o cierre la sesión si no se detecta actividad."
